base,count,normalized,suggestedCode,suggestedPath,confidence,topScore,margin
"CL-382","1","CL-382","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-383","1","CL-383","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-384","1","CL-384","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-385","1","CL-385","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-386","1","CL-386","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-387","1","CL-387","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-388","1","CL-388","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-389","1","CL-389","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-390","1","CL-390","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-391","1","CL-391","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-392","1","CL-392","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-393","1","CL-393","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-394","1","CL-394","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-395","1","CL-395","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-396","1","CL-396","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-397","1","CL-397","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-398","1","CL-398","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-399","1","CL-399","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-400","1","CL-400","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-401","1","CL-401","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-402","1","CL-402","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-403","1","CL-403","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-404","1","CL-404","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-405","1","CL-405","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-406","1","CL-406","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-407","1","CL-407","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-408","1","CL-408","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-409","1","CL-409","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-410","1","CL-410","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-411","1","CL-411","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-412","1","CL-412","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-413","1","CL-413","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-414","1","CL-414","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-415","1","CL-415","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-416","1","CL-416","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-417","1","CL-417","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-418","1","CL-418","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-419","1","CL-419","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-420","1","CL-420","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-421","1","CL-421","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-422","1","CL-422","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-423","1","CL-423","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-424","1","CL-424","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-425","1","CL-425","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-426","1","CL-426","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-427","1","CL-427","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-428","1","CL-428","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-429","1","CL-429","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-430","1","CL-430","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-431","1","CL-431","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-432","1","CL-432","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-433","1","CL-433","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-434","1","CL-434","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-435","1","CL-435","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-436","1","CL-436","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-437","1","CL-437","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-438","1","CL-438","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-439","1","CL-439","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-440","1","CL-440","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-441","1","CL-441","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-442","1","CL-442","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-443","1","CL-443","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-444","1","CL-444","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-445","1","CL-445","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-446","1","CL-446","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-447","1","CL-447","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-448","1","CL-448","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-449","1","CL-449","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-450","1","CL-450","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-451","1","CL-451","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-452","1","CL-452","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-453","1","CL-453","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-454","1","CL-454","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-455","1","CL-455","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-456","1","CL-456","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-457","1","CL-457","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-458","1","CL-458","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-459","1","CL-459","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-460","1","CL-460","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-461","1","CL-461","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-462","1","CL-462","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-463","1","CL-463","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-464","1","CL-464","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-465","1","CL-465","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-466","1","CL-466","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-467","1","CL-467","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-468","1","CL-468","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-469","1","CL-469","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-470","1","CL-470","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-471","1","CL-471","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CL-472","1","CL-472","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
